__v,_id,createdAt,difficulty,marks,question,subject,topic,updatedAt
0,62474ae796fa3cebd1f01413,2022-04-01T18:56:39.508Z,Hard,2,hard_48_2_marks,Physics,Waves,2022-04-01T18:56:39.508Z
0,62474ae796fa3cebd1f01415,2022-04-01T18:56:39.510Z,Hard,2,hard_49_2_marks,Physics,Waves,2022-04-01T18:56:39.510Z
0,62474ae796fa3cebd1f01417,2022-04-01T18:56:39.512Z,Hard,2,hard_50_2_marks,Physics,Waves,2022-04-01T18:56:39.512Z
0,62474ae796fa3cebd1f01419,2022-04-01T18:56:39.514Z,Hard,2,hard_51_2_marks,Physics,Waves,2022-04-01T18:56:39.514Z
0,62474ae796fa3cebd1f0141b,2022-04-01T18:56:39.517Z,Hard,2,hard_52_2_marks,Physics,Waves,2022-04-01T18:56:39.517Z
0,62474ae796fa3cebd1f0141d,2022-04-01T18:56:39.519Z,Hard,2,hard_53_2_marks,Physics,Waves,2022-04-01T18:56:39.519Z
0,62474ae796fa3cebd1f0141f,2022-04-01T18:56:39.521Z,Hard,2,hard_54_2_marks,Physics,Waves,2022-04-01T18:56:39.521Z
0,62474ae796fa3cebd1f01421,2022-04-01T18:56:39.523Z,Hard,2,hard_55_2_marks,Physics,Waves,2022-04-01T18:56:39.523Z
0,62474ae796fa3cebd1f01423,2022-04-01T18:56:39.525Z,Hard,2,hard_56_2_marks,Physics,Waves,2022-04-01T18:56:39.525Z
0,62474ae796fa3cebd1f01425,2022-04-01T18:56:39.526Z,Hard,2,hard_57_2_marks,Physics,Waves,2022-04-01T18:56:39.526Z
0,62474ae796fa3cebd1f01427,2022-04-01T18:56:39.528Z,Hard,2,hard_58_2_marks,Physics,Waves,2022-04-01T18:56:39.528Z
0,62474ae796fa3cebd1f01429,2022-04-01T18:56:39.530Z,Hard,2,hard_59_2_marks,Physics,Waves,2022-04-01T18:56:39.530Z
0,62474ae796fa3cebd1f0142b,2022-04-01T18:56:39.534Z,Hard,2,hard_60_2_marks,Physics,Waves,2022-04-01T18:56:39.534Z
0,62474ae796fa3cebd1f0142d,2022-04-01T18:56:39.537Z,Hard,2,hard_61_2_marks,Physics,Waves,2022-04-01T18:56:39.537Z
0,62474ae796fa3cebd1f0142f,2022-04-01T18:56:39.539Z,Hard,2,hard_62_2_marks,Physics,Waves,2022-04-01T18:56:39.539Z
0,62474ae796fa3cebd1f01431,2022-04-01T18:56:39.541Z,Hard,2,hard_63_2_marks,Physics,Waves,2022-04-01T18:56:39.541Z
0,62474ae796fa3cebd1f01433,2022-04-01T18:56:39.542Z,Hard,2,hard_64_2_marks,Physics,Waves,2022-04-01T18:56:39.542Z
0,62474ae796fa3cebd1f01435,2022-04-01T18:56:39.544Z,Hard,2,hard_65_2_marks,Physics,Waves,2022-04-01T18:56:39.544Z
0,62474ae796fa3cebd1f01437,2022-04-01T18:56:39.545Z,Hard,2,hard_66_2_marks,Physics,Waves,2022-04-01T18:56:39.545Z
0,62474ae796fa3cebd1f01439,2022-04-01T18:56:39.550Z,Hard,2,hard_67_2_marks,Physics,Waves,2022-04-01T18:56:39.550Z
0,62474ae796fa3cebd1f0143b,2022-04-01T18:56:39.552Z,Hard,2,hard_68_2_marks,Physics,Waves,2022-04-01T18:56:39.552Z
0,62474ae796fa3cebd1f0143d,2022-04-01T18:56:39.553Z,Hard,2,hard_69_2_marks,Physics,Waves,2022-04-01T18:56:39.553Z
0,62474ae796fa3cebd1f0143f,2022-04-01T18:56:39.555Z,Hard,2,hard_70_2_marks,Physics,Waves,2022-04-01T18:56:39.555Z
0,62474ae796fa3cebd1f01441,2022-04-01T18:56:39.557Z,Hard,2,hard_71_2_marks,Physics,Waves,2022-04-01T18:56:39.557Z
0,62474ae796fa3cebd1f01443,2022-04-01T18:56:39.561Z,Hard,2,hard_72_2_marks,Physics,Waves,2022-04-01T18:56:39.561Z
0,62474ae796fa3cebd1f01445,2022-04-01T18:56:39.562Z,Hard,2,hard_73_2_marks,Physics,Waves,2022-04-01T18:56:39.562Z
0,62474ae796fa3cebd1f01447,2022-04-01T18:56:39.567Z,Hard,2,hard_74_2_marks,Physics,Waves,2022-04-01T18:56:39.567Z
0,62474ae796fa3cebd1f01449,2022-04-01T18:56:39.570Z,Hard,2,hard_75_2_marks,Physics,Waves,2022-04-01T18:56:39.570Z
0,62474ae796fa3cebd1f0144b,2022-04-01T18:56:39.572Z,Hard,2,hard_76_2_marks,Physics,Waves,2022-04-01T18:56:39.572Z
0,62474ae796fa3cebd1f0144d,2022-04-01T18:56:39.574Z,Hard,2,hard_77_2_marks,Physics,Waves,2022-04-01T18:56:39.574Z
0,62474ae796fa3cebd1f0144f,2022-04-01T18:56:39.576Z,Hard,2,hard_78_2_marks,Physics,Waves,2022-04-01T18:56:39.576Z
0,62474ae796fa3cebd1f01451,2022-04-01T18:56:39.577Z,Hard,2,hard_79_2_marks,Physics,Waves,2022-04-01T18:56:39.577Z
0,62474ae796fa3cebd1f01453,2022-04-01T18:56:39.579Z,Hard,2,hard_80_2_marks,Physics,Waves,2022-04-01T18:56:39.579Z
0,62474ae796fa3cebd1f01455,2022-04-01T18:56:39.581Z,Hard,2,hard_81_2_marks,Physics,Waves,2022-04-01T18:56:39.581Z
0,62474ae796fa3cebd1f01457,2022-04-01T18:56:39.584Z,Hard,2,hard_82_2_marks,Physics,Waves,2022-04-01T18:56:39.584Z
0,62474ae796fa3cebd1f01459,2022-04-01T18:56:39.586Z,Hard,2,hard_83_2_marks,Physics,Waves,2022-04-01T18:56:39.586Z
0,62474ae796fa3cebd1f0145b,2022-04-01T18:56:39.587Z,Hard,2,hard_84_2_marks,Physics,Waves,2022-04-01T18:56:39.587Z
0,62474ae796fa3cebd1f0145d,2022-04-01T18:56:39.589Z,Hard,2,hard_85_2_marks,Physics,Waves,2022-04-01T18:56:39.589Z
0,62474ae796fa3cebd1f0145f,2022-04-01T18:56:39.590Z,Hard,2,hard_86_2_marks,Physics,Waves,2022-04-01T18:56:39.590Z
0,62474ae796fa3cebd1f01461,2022-04-01T18:56:39.592Z,Hard,2,hard_87_2_marks,Physics,Waves,2022-04-01T18:56:39.592Z
0,62474ae796fa3cebd1f01463,2022-04-01T18:56:39.593Z,Hard,2,hard_88_2_marks,Physics,Waves,2022-04-01T18:56:39.593Z
0,62474ae796fa3cebd1f01465,2022-04-01T18:56:39.595Z,Hard,2,hard_89_2_marks,Physics,Waves,2022-04-01T18:56:39.595Z
0,62474ae796fa3cebd1f01467,2022-04-01T18:56:39.598Z,Hard,2,hard_90_2_marks,Physics,Waves,2022-04-01T18:56:39.598Z
0,62474ae796fa3cebd1f01469,2022-04-01T18:56:39.601Z,Hard,2,hard_91_2_marks,Physics,Waves,2022-04-01T18:56:39.601Z
0,62474ae796fa3cebd1f0146b,2022-04-01T18:56:39.603Z,Hard,2,hard_92_2_marks,Physics,Waves,2022-04-01T18:56:39.603Z
0,62474ae796fa3cebd1f0146d,2022-04-01T18:56:39.604Z,Hard,2,hard_93_2_marks,Physics,Waves,2022-04-01T18:56:39.604Z
0,62474ae796fa3cebd1f0146f,2022-04-01T18:56:39.606Z,Hard,2,hard_94_2_marks,Physics,Waves,2022-04-01T18:56:39.606Z
0,62474ae796fa3cebd1f01471,2022-04-01T18:56:39.607Z,Hard,2,hard_95_2_marks,Physics,Waves,2022-04-01T18:56:39.607Z
0,62474ae796fa3cebd1f01473,2022-04-01T18:56:39.609Z,Hard,2,hard_96_2_marks,Physics,Waves,2022-04-01T18:56:39.609Z
0,62474ae796fa3cebd1f01475,2022-04-01T18:56:39.611Z,Hard,2,hard_97_2_marks,Physics,Waves,2022-04-01T18:56:39.611Z
0,62474ae796fa3cebd1f01477,2022-04-01T18:56:39.614Z,Hard,2,hard_98_2_marks,Physics,Waves,2022-04-01T18:56:39.614Z
0,62474ae796fa3cebd1f01479,2022-04-01T18:56:39.617Z,Hard,2,hard_99_2_marks,Physics,Waves,2022-04-01T18:56:39.617Z
0,62474ae796fa3cebd1f0147b,2022-04-01T18:56:39.618Z,Hard,2,hard_100_2_marks,Physics,Waves,2022-04-01T18:56:39.618Z
0,62474b43882149343d669c59,2022-04-01T18:58:11.210Z,Medium,4,medium_1_4_marks,Physics,Waves,2022-04-01T18:58:11.210Z
0,62474b43882149343d669c5b,2022-04-01T18:58:11.218Z,Medium,4,medium_2_4_marks,Physics,Waves,2022-04-01T18:58:11.218Z
0,62474b43882149343d669c5d,2022-04-01T18:58:11.222Z,Medium,4,medium_3_4_marks,Physics,Waves,2022-04-01T18:58:11.222Z
0,62474b43882149343d669c5f,2022-04-01T18:58:11.224Z,Medium,4,medium_4_4_marks,Physics,Waves,2022-04-01T18:58:11.224Z
0,62474b43882149343d669c61,2022-04-01T18:58:11.226Z,Medium,4,medium_5_4_marks,Physics,Waves,2022-04-01T18:58:11.226Z
0,62474b43882149343d669c63,2022-04-01T18:58:11.228Z,Medium,4,medium_6_4_marks,Physics,Waves,2022-04-01T18:58:11.228Z
0,62474b43882149343d669c65,2022-04-01T18:58:11.230Z,Medium,4,medium_7_4_marks,Physics,Waves,2022-04-01T18:58:11.230Z
0,62474b43882149343d669c67,2022-04-01T18:58:11.235Z,Medium,4,medium_8_4_marks,Physics,Waves,2022-04-01T18:58:11.235Z
0,62474b43882149343d669c69,2022-04-01T18:58:11.237Z,Medium,4,medium_9_4_marks,Physics,Waves,2022-04-01T18:58:11.237Z
0,62474b43882149343d669c6b,2022-04-01T18:58:11.239Z,Medium,4,medium_10_4_marks,Physics,Waves,2022-04-01T18:58:11.239Z
0,62474b43882149343d669c6d,2022-04-01T18:58:11.241Z,Medium,4,medium_11_4_marks,Physics,Waves,2022-04-01T18:58:11.241Z
0,62474b43882149343d669c6f,2022-04-01T18:58:11.243Z,Medium,4,medium_12_4_marks,Physics,Waves,2022-04-01T18:58:11.243Z
0,62474b43882149343d669c71,2022-04-01T18:58:11.245Z,Medium,4,medium_13_4_marks,Physics,Waves,2022-04-01T18:58:11.245Z
0,62474b43882149343d669c73,2022-04-01T18:58:11.247Z,Medium,4,medium_14_4_marks,Physics,Waves,2022-04-01T18:58:11.247Z
0,62474b43882149343d669c75,2022-04-01T18:58:11.249Z,Medium,4,medium_15_4_marks,Physics,Waves,2022-04-01T18:58:11.249Z
0,62474b43882149343d669c77,2022-04-01T18:58:11.252Z,Medium,4,medium_16_4_marks,Physics,Waves,2022-04-01T18:58:11.252Z
0,62474b43882149343d669c79,2022-04-01T18:58:11.254Z,Medium,4,medium_17_4_marks,Physics,Waves,2022-04-01T18:58:11.254Z
0,62474b43882149343d669c7b,2022-04-01T18:58:11.256Z,Medium,4,medium_18_4_marks,Physics,Waves,2022-04-01T18:58:11.256Z
0,62474b43882149343d669c7d,2022-04-01T18:58:11.258Z,Medium,4,medium_19_4_marks,Physics,Waves,2022-04-01T18:58:11.258Z
0,62474b43882149343d669c7f,2022-04-01T18:58:11.260Z,Medium,4,medium_20_4_marks,Physics,Waves,2022-04-01T18:58:11.260Z
0,62474b43882149343d669c81,2022-04-01T18:58:11.262Z,Medium,4,medium_21_4_marks,Physics,Waves,2022-04-01T18:58:11.262Z
0,62474b43882149343d669c83,2022-04-01T18:58:11.264Z,Medium,4,medium_22_4_marks,Physics,Waves,2022-04-01T18:58:11.264Z
0,62474b43882149343d669c85,2022-04-01T18:58:11.266Z,Medium,4,medium_23_4_marks,Physics,Waves,2022-04-01T18:58:11.266Z
0,62474b43882149343d669c87,2022-04-01T18:58:11.270Z,Medium,4,medium_24_4_marks,Physics,Waves,2022-04-01T18:58:11.270Z
0,62474b43882149343d669c89,2022-04-01T18:58:11.273Z,Medium,4,medium_25_4_marks,Physics,Waves,2022-04-01T18:58:11.273Z
0,62474b43882149343d669c8b,2022-04-01T18:58:11.275Z,Medium,4,medium_26_4_marks,Physics,Waves,2022-04-01T18:58:11.275Z
0,62474b43882149343d669c8d,2022-04-01T18:58:11.277Z,Medium,4,medium_27_4_marks,Physics,Waves,2022-04-01T18:58:11.277Z
0,62474b43882149343d669c8f,2022-04-01T18:58:11.278Z,Medium,4,medium_28_4_marks,Physics,Waves,2022-04-01T18:58:11.278Z
0,62474b43882149343d669c91,2022-04-01T18:58:11.280Z,Medium,4,medium_29_4_marks,Physics,Waves,2022-04-01T18:58:11.280Z
0,62474b43882149343d669c93,2022-04-01T18:58:11.282Z,Medium,4,medium_30_4_marks,Physics,Waves,2022-04-01T18:58:11.282Z
0,62474b43882149343d669c95,2022-04-01T18:58:11.285Z,Medium,4,medium_31_4_marks,Physics,Waves,2022-04-01T18:58:11.285Z
0,62474b43882149343d669c97,2022-04-01T18:58:11.287Z,Medium,4,medium_32_4_marks,Physics,Waves,2022-04-01T18:58:11.287Z
0,62474b43882149343d669c99,2022-04-01T18:58:11.289Z,Medium,4,medium_33_4_marks,Physics,Waves,2022-04-01T18:58:11.289Z
0,62474b43882149343d669c9b,2022-04-01T18:58:11.291Z,Medium,4,medium_34_4_marks,Physics,Waves,2022-04-01T18:58:11.291Z
0,62474b43882149343d669c9d,2022-04-01T18:58:11.292Z,Medium,4,medium_35_4_marks,Physics,Waves,2022-04-01T18:58:11.292Z
0,62474b43882149343d669c9f,2022-04-01T18:58:11.294Z,Medium,4,medium_36_4_marks,Physics,Waves,2022-04-01T18:58:11.294Z
0,62474b43882149343d669ca1,2022-04-01T18:58:11.296Z,Medium,4,medium_37_4_marks,Physics,Waves,2022-04-01T18:58:11.296Z
0,62474b43882149343d669ca3,2022-04-01T18:58:11.297Z,Medium,4,medium_38_4_marks,Physics,Waves,2022-04-01T18:58:11.297Z
0,62474b43882149343d669ca5,2022-04-01T18:58:11.299Z,Medium,4,medium_39_4_marks,Physics,Waves,2022-04-01T18:58:11.299Z
0,62474b43882149343d669ca7,2022-04-01T18:58:11.303Z,Medium,4,medium_40_4_marks,Physics,Waves,2022-04-01T18:58:11.303Z
0,62474b43882149343d669ca9,2022-04-01T18:58:11.305Z,Medium,4,medium_41_4_marks,Physics,Waves,2022-04-01T18:58:11.305Z
0,62474b43882149343d669cab,2022-04-01T18:58:11.307Z,Medium,4,medium_42_4_marks,Physics,Waves,2022-04-01T18:58:11.307Z
0,62474b43882149343d669cad,2022-04-01T18:58:11.309Z,Medium,4,medium_43_4_marks,Physics,Waves,2022-04-01T18:58:11.309Z
0,62474b43882149343d669caf,2022-04-01T18:58:11.310Z,Medium,4,medium_44_4_marks,Physics,Waves,2022-04-01T18:58:11.310Z
0,62474b43882149343d669cb1,2022-04-01T18:58:11.312Z,Medium,4,medium_45_4_marks,Physics,Waves,2022-04-01T18:58:11.312Z
0,62474b43882149343d669cb3,2022-04-01T18:58:11.314Z,Medium,4,medium_46_4_marks,Physics,Waves,2022-04-01T18:58:11.314Z
0,62474b43882149343d669cb5,2022-04-01T18:58:11.316Z,Medium,4,medium_47_4_marks,Physics,Waves,2022-04-01T18:58:11.316Z
0,62474b43882149343d669cb7,2022-04-01T18:58:11.319Z,Medium,4,medium_48_4_marks,Physics,Waves,2022-04-01T18:58:11.319Z
0,62474b43882149343d669cb9,2022-04-01T18:58:11.321Z,Medium,4,medium_49_4_marks,Physics,Waves,2022-04-01T18:58:11.321Z
0,62474b43882149343d669cbb,2022-04-01T18:58:11.323Z,Medium,4,medium_50_4_marks,Physics,Waves,2022-04-01T18:58:11.323Z
0,62474b57617bf6b532007cd0,2022-04-01T18:58:31.597Z,Medium,3,medium_1_3_marks,Physics,Waves,2022-04-01T18:58:31.597Z
0,62474b57617bf6b532007cd2,2022-04-01T18:58:31.608Z,Medium,3,medium_2_3_marks,Physics,Waves,2022-04-01T18:58:31.608Z
0,62474b57617bf6b532007cd4,2022-04-01T18:58:31.610Z,Medium,3,medium_3_3_marks,Physics,Waves,2022-04-01T18:58:31.610Z
0,62474b57617bf6b532007cd6,2022-04-01T18:58:31.613Z,Medium,3,medium_4_3_marks,Physics,Waves,2022-04-01T18:58:31.613Z
0,62474b57617bf6b532007cd8,2022-04-01T18:58:31.615Z,Medium,3,medium_5_3_marks,Physics,Waves,2022-04-01T18:58:31.615Z
0,62474b57617bf6b532007cda,2022-04-01T18:58:31.617Z,Medium,3,medium_6_3_marks,Physics,Waves,2022-04-01T18:58:31.617Z
0,62474b57617bf6b532007cdc,2022-04-01T18:58:31.621Z,Medium,3,medium_7_3_marks,Physics,Waves,2022-04-01T18:58:31.621Z
0,62474b57617bf6b532007cde,2022-04-01T18:58:31.625Z,Medium,3,medium_8_3_marks,Physics,Waves,2022-04-01T18:58:31.625Z
0,62474b57617bf6b532007ce0,2022-04-01T18:58:31.628Z,Medium,3,medium_9_3_marks,Physics,Waves,2022-04-01T18:58:31.628Z
0,62474b57617bf6b532007ce2,2022-04-01T18:58:31.630Z,Medium,3,medium_10_3_marks,Physics,Waves,2022-04-01T18:58:31.630Z
0,62474b57617bf6b532007ce4,2022-04-01T18:58:31.632Z,Medium,3,medium_11_3_marks,Physics,Waves,2022-04-01T18:58:31.632Z
0,62474b57617bf6b532007ce6,2022-04-01T18:58:31.634Z,Medium,3,medium_12_3_marks,Physics,Waves,2022-04-01T18:58:31.634Z
0,62474b57617bf6b532007ce8,2022-04-01T18:58:31.637Z,Medium,3,medium_13_3_marks,Physics,Waves,2022-04-01T18:58:31.637Z
0,62474b57617bf6b532007cea,2022-04-01T18:58:31.640Z,Medium,3,medium_14_3_marks,Physics,Waves,2022-04-01T18:58:31.640Z
0,62474b57617bf6b532007cec,2022-04-01T18:58:31.642Z,Medium,3,medium_15_3_marks,Physics,Waves,2022-04-01T18:58:31.642Z
0,62474b57617bf6b532007cee,2022-04-01T18:58:31.644Z,Medium,3,medium_16_3_marks,Physics,Waves,2022-04-01T18:58:31.644Z
0,62474b57617bf6b532007cf0,2022-04-01T18:58:31.646Z,Medium,3,medium_17_3_marks,Physics,Waves,2022-04-01T18:58:31.646Z
0,62474b57617bf6b532007cf2,2022-04-01T18:58:31.648Z,Medium,3,medium_18_3_marks,Physics,Waves,2022-04-01T18:58:31.648Z
0,62474b57617bf6b532007cf4,2022-04-01T18:58:31.650Z,Medium,3,medium_19_3_marks,Physics,Waves,2022-04-01T18:58:31.650Z
0,62474b57617bf6b532007cf6,2022-04-01T18:58:31.654Z,Medium,3,medium_20_3_marks,Physics,Waves,2022-04-01T18:58:31.654Z
0,62474b57617bf6b532007cf8,2022-04-01T18:58:31.657Z,Medium,3,medium_21_3_marks,Physics,Waves,2022-04-01T18:58:31.657Z
0,62474b57617bf6b532007cfa,2022-04-01T18:58:31.659Z,Medium,3,medium_22_3_marks,Physics,Waves,2022-04-01T18:58:31.659Z
0,62474b57617bf6b532007cfc,2022-04-01T18:58:31.661Z,Medium,3,medium_23_3_marks,Physics,Waves,2022-04-01T18:58:31.661Z
0,62474b57617bf6b532007cfe,2022-04-01T18:58:31.664Z,Medium,3,medium_24_3_marks,Physics,Waves,2022-04-01T18:58:31.664Z
0,62474b57617bf6b532007d00,2022-04-01T18:58:31.666Z,Medium,3,medium_25_3_marks,Physics,Waves,2022-04-01T18:58:31.666Z
0,62474b57617bf6b532007d02,2022-04-01T18:58:31.668Z,Medium,3,medium_26_3_marks,Physics,Waves,2022-04-01T18:58:31.668Z
0,62474b57617bf6b532007d04,2022-04-01T18:58:31.671Z,Medium,3,medium_27_3_marks,Physics,Waves,2022-04-01T18:58:31.671Z
0,62474b57617bf6b532007d06,2022-04-01T18:58:31.673Z,Medium,3,medium_28_3_marks,Physics,Waves,2022-04-01T18:58:31.673Z
0,62474b57617bf6b532007d08,2022-04-01T18:58:31.675Z,Medium,3,medium_29_3_marks,Physics,Waves,2022-04-01T18:58:31.675Z
0,62474b57617bf6b532007d0a,2022-04-01T18:58:31.677Z,Medium,3,medium_30_3_marks,Physics,Waves,2022-04-01T18:58:31.677Z
0,62474b57617bf6b532007d0c,2022-04-01T18:58:31.679Z,Medium,3,medium_31_3_marks,Physics,Waves,2022-04-01T18:58:31.679Z
0,62474b57617bf6b532007d0e,2022-04-01T18:58:31.681Z,Medium,3,medium_32_3_marks,Physics,Waves,2022-04-01T18:58:31.681Z
0,62474b57617bf6b532007d10,2022-04-01T18:58:31.683Z,Medium,3,medium_33_3_marks,Physics,Waves,2022-04-01T18:58:31.683Z
0,62474b57617bf6b532007d12,2022-04-01T18:58:31.686Z,Medium,3,medium_34_3_marks,Physics,Waves,2022-04-01T18:58:31.686Z
0,62474b57617bf6b532007d14,2022-04-01T18:58:31.689Z,Medium,3,medium_35_3_marks,Physics,Waves,2022-04-01T18:58:31.689Z
0,62474b57617bf6b532007d16,2022-04-01T18:58:31.691Z,Medium,3,medium_36_3_marks,Physics,Waves,2022-04-01T18:58:31.691Z
0,62474b57617bf6b532007d18,2022-04-01T18:58:31.693Z,Medium,3,medium_37_3_marks,Physics,Waves,2022-04-01T18:58:31.693Z
0,62474b57617bf6b532007d1a,2022-04-01T18:58:31.695Z,Medium,3,medium_38_3_marks,Physics,Waves,2022-04-01T18:58:31.695Z
0,62474b57617bf6b532007d1c,2022-04-01T18:58:31.697Z,Medium,3,medium_39_3_marks,Physics,Waves,2022-04-01T18:58:31.697Z
0,62474b57617bf6b532007d1e,2022-04-01T18:58:31.698Z,Medium,3,medium_40_3_marks,Physics,Waves,2022-04-01T18:58:31.698Z
0,62474b57617bf6b532007d20,2022-04-01T18:58:31.700Z,Medium,3,medium_41_3_marks,Physics,Waves,2022-04-01T18:58:31.700Z
0,62474b57617bf6b532007d22,2022-04-01T18:58:31.704Z,Medium,3,medium_42_3_marks,Physics,Waves,2022-04-01T18:58:31.704Z
0,62474b57617bf6b532007d24,2022-04-01T18:58:31.706Z,Medium,3,medium_43_3_marks,Physics,Waves,2022-04-01T18:58:31.706Z
0,62474b57617bf6b532007d26,2022-04-01T18:58:31.708Z,Medium,3,medium_44_3_marks,Physics,Waves,2022-04-01T18:58:31.708Z
0,62474b57617bf6b532007d28,2022-04-01T18:58:31.710Z,Medium,3,medium_45_3_marks,Physics,Waves,2022-04-01T18:58:31.710Z
0,62474b57617bf6b532007d2a,2022-04-01T18:58:31.712Z,Medium,3,medium_46_3_marks,Physics,Waves,2022-04-01T18:58:31.712Z
0,62474b57617bf6b532007d2c,2022-04-01T18:58:31.714Z,Medium,3,medium_47_3_marks,Physics,Waves,2022-04-01T18:58:31.714Z
0,62474b57617bf6b532007d2e,2022-04-01T18:58:31.716Z,Medium,3,medium_48_3_marks,Physics,Waves,2022-04-01T18:58:31.716Z
0,62474b57617bf6b532007d30,2022-04-01T18:58:31.719Z,Medium,3,medium_49_3_marks,Physics,Waves,2022-04-01T18:58:31.719Z
0,62474b57617bf6b532007d32,2022-04-01T18:58:31.722Z,Medium,3,medium_50_3_marks,Physics,Waves,2022-04-01T18:58:31.722Z
0,62474b57617bf6b532007d34,2022-04-01T18:58:31.724Z,Medium,3,medium_51_3_marks,Physics,Waves,2022-04-01T18:58:31.724Z
0,62474b57617bf6b532007d36,2022-04-01T18:58:31.726Z,Medium,3,medium_52_3_marks,Physics,Waves,2022-04-01T18:58:31.726Z
0,62474b57617bf6b532007d38,2022-04-01T18:58:31.728Z,Medium,3,medium_53_3_marks,Physics,Waves,2022-04-01T18:58:31.728Z
0,62474b57617bf6b532007d3a,2022-04-01T18:58:31.730Z,Medium,3,medium_54_3_marks,Physics,Waves,2022-04-01T18:58:31.730Z
0,62474b57617bf6b532007d3c,2022-04-01T18:58:31.732Z,Medium,3,medium_55_3_marks,Physics,Waves,2022-04-01T18:58:31.732Z
0,62474b57617bf6b532007d3e,2022-04-01T18:58:31.734Z,Medium,3,medium_56_3_marks,Physics,Waves,2022-04-01T18:58:31.734Z
0,62474b57617bf6b532007d40,2022-04-01T18:58:31.737Z,Medium,3,medium_57_3_marks,Physics,Waves,2022-04-01T18:58:31.737Z
0,62474b57617bf6b532007d42,2022-04-01T18:58:31.739Z,Medium,3,medium_58_3_marks,Physics,Waves,2022-04-01T18:58:31.739Z
0,62474b57617bf6b532007d44,2022-04-01T18:58:31.742Z,Medium,3,medium_59_3_marks,Physics,Waves,2022-04-01T18:58:31.742Z
0,62474b57617bf6b532007d46,2022-04-01T18:58:31.744Z,Medium,3,medium_60_3_marks,Physics,Waves,2022-04-01T18:58:31.744Z
0,62474b57617bf6b532007d48,2022-04-01T18:58:31.746Z,Medium,3,medium_61_3_marks,Physics,Waves,2022-04-01T18:58:31.746Z
0,62474b57617bf6b532007d4a,2022-04-01T18:58:31.747Z,Medium,3,medium_62_3_marks,Physics,Waves,2022-04-01T18:58:31.747Z
0,62474b57617bf6b532007d4c,2022-04-01T18:58:31.749Z,Medium,3,medium_63_3_marks,Physics,Waves,2022-04-01T18:58:31.749Z
0,62474b57617bf6b532007d4e,2022-04-01T18:58:31.752Z,Medium,3,medium_64_3_marks,Physics,Waves,2022-04-01T18:58:31.752Z
0,62474b57617bf6b532007d50,2022-04-01T18:58:31.754Z,Medium,3,medium_65_3_marks,Physics,Waves,2022-04-01T18:58:31.754Z
0,62474b57617bf6b532007d52,2022-04-01T18:58:31.757Z,Medium,3,medium_66_3_marks,Physics,Waves,2022-04-01T18:58:31.757Z
0,62474b78adb52752888f8413,2022-04-01T18:59:04.307Z,Medium,2,medium_1_2_marks,Physics,Waves,2022-04-01T18:59:04.307Z
0,62474b78adb52752888f8415,2022-04-01T18:59:04.318Z,Medium,2,medium_2_2_marks,Physics,Waves,2022-04-01T18:59:04.318Z
0,62474b78adb52752888f8417,2022-04-01T18:59:04.322Z,Medium,2,medium_3_2_marks,Physics,Waves,2022-04-01T18:59:04.322Z
0,62474b78adb52752888f8419,2022-04-01T18:59:04.324Z,Medium,2,medium_4_2_marks,Physics,Waves,2022-04-01T18:59:04.324Z
0,62474b78adb52752888f841b,2022-04-01T18:59:04.327Z,Medium,2,medium_5_2_marks,Physics,Waves,2022-04-01T18:59:04.327Z
0,62474b78adb52752888f841d,2022-04-01T18:59:04.329Z,Medium,2,medium_6_2_marks,Physics,Waves,2022-04-01T18:59:04.329Z
0,62474b78adb52752888f841f,2022-04-01T18:59:04.331Z,Medium,2,medium_7_2_marks,Physics,Waves,2022-04-01T18:59:04.331Z
0,62474b78adb52752888f8421,2022-04-01T18:59:04.335Z,Medium,2,medium_8_2_marks,Physics,Waves,2022-04-01T18:59:04.335Z
0,62474b78adb52752888f8423,2022-04-01T18:59:04.338Z,Medium,2,medium_9_2_marks,Physics,Waves,2022-04-01T18:59:04.338Z
0,62474b78adb52752888f8425,2022-04-01T18:59:04.340Z,Medium,2,medium_10_2_marks,Physics,Waves,2022-04-01T18:59:04.340Z
0,62474b78adb52752888f8427,2022-04-01T18:59:04.343Z,Medium,2,medium_11_2_marks,Physics,Waves,2022-04-01T18:59:04.343Z
0,62474b78adb52752888f8429,2022-04-01T18:59:04.345Z,Medium,2,medium_12_2_marks,Physics,Waves,2022-04-01T18:59:04.345Z
0,62474b78adb52752888f842b,2022-04-01T18:59:04.348Z,Medium,2,medium_13_2_marks,Physics,Waves,2022-04-01T18:59:04.348Z
0,62474b78adb52752888f842d,2022-04-01T18:59:04.352Z,Medium,2,medium_14_2_marks,Physics,Waves,2022-04-01T18:59:04.352Z
0,62474b78adb52752888f842f,2022-04-01T18:59:04.355Z,Medium,2,medium_15_2_marks,Physics,Waves,2022-04-01T18:59:04.355Z
0,62474b78adb52752888f8431,2022-04-01T18:59:04.358Z,Medium,2,medium_16_2_marks,Physics,Waves,2022-04-01T18:59:04.358Z
0,62474b78adb52752888f8433,2022-04-01T18:59:04.360Z,Medium,2,medium_17_2_marks,Physics,Waves,2022-04-01T18:59:04.360Z
0,62474b78adb52752888f8435,2022-04-01T18:59:04.362Z,Medium,2,medium_18_2_marks,Physics,Waves,2022-04-01T18:59:04.362Z
